timestamps,X,Y,Z,Marker0
1749427902.629,0.186,-0.046,0.968,0
1749427902.629,0.185,-0.048,0.965,0
1749427902.689,0.185,-0.047,0.961,0
1749427902.689,0.190,-0.051,0.956,0
1749427902.689,0.190,-0.048,0.958,0
1749427902.749,0.190,-0.040,0.967,0
1749427902.749,0.195,-0.039,0.974,0
1749427902.749,0.197,-0.034,0.970,0
1749427902.794,0.195,-0.034,0.971,0
1749427902.794,0.192,-0.036,0.969,0
1749427902.794,0.188,-0.041,0.969,0
1749427902.859,0.192,-0.046,0.968,0
1749427902.859,0.192,-0.044,0.963,0
1749427902.859,0.195,-0.043,0.962,0
1749427902.914,0.194,-0.040,0.962,0
1749427902.914,0.193,-0.049,0.963,0
1749427902.914,0.193,-0.053,0.970,0
1749427902.975,0.192,-0.054,0.968,0
1749427902.975,0.194,-0.047,0.964,0
1749427902.975,0.193,-0.039,0.960,0
1749427903.019,0.193,-0.041,0.960,0
1749427903.019,0.197,-0.039,0.961,0
1749427903.019,0.197,-0.037,0.963,0
1749427903.093,0.197,-0.041,0.969,0
1749427903.093,0.199,-0.034,0.968,0
1749427903.093,0.195,-0.037,0.969,0
1749427903.143,0.195,-0.035,0.966,0
1749427903.143,0.197,-0.034,0.964,0
1749427903.143,0.196,-0.045,0.966,0
1749427903.187,0.195,-0.051,0.965,0
1749427903.187,0.195,-0.050,0.963,0
1749427903.187,0.202,-0.043,0.963,0
1749427903.244,0.201,-0.047,0.969,0
1749427903.244,0.202,-0.049,0.965,0
